station,date,hour,azimuth,magnitude,azimuth_class,magnitude_class,h_mean,h_std,d_mean,d_std,z_mean,z_std,h_pc3_std,d_pc3_std,z_pc3_std,samples,spectrogram_file,image_size,data_source,file_format,file_size_bytes,compression_ratio
LPS,2021-12-11,19,244.0,5.3,SW,Medium,37191.61083333334,1221.2422542592421,538.4222500000001,1541.8637036290938,31516.60716666666,762.998431594263,178.73209958743948,210.29641769870085,89.82491588351718,3600,LPS_20211211_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,338861,4.347278087475395
SKB,2021-02-04,7,272.0,5.2,W,Medium,38956.47994444445,1568.6500671111369,68.78113888888892,1517.2119748067626,32259.77494444445,1438.4732610344581,300.3989257243766,320.058163894301,175.93281031186356,3600,SKB_20210204_H07_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,398096,3.7004215063703225
TRT,2021-03-23,20,203.0,5.4,SW,Medium,38279.90227777779,789.6321174659126,-53.16077777777779,959.9360338761327,32307.80141666667,603.5216808502632,98.33303110160716,119.61145443814888,75.866382963952,3600,TRT_20210323_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,366461,4.019862959496372
TRT,2021-03-24,19,182.0,5.3,S,Medium,38070.56208333333,1262.3056978132392,290.1584722222223,888.3314383690855,31926.986277777774,1360.3700825594528,242.8281160843709,108.83062116541959,253.52814157806776,3600,TRT_20210324_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,354585,4.154498921274166
SKB,2021-03-31,1,300.0,5.2,NW,Medium,38865.31738888889,1186.9735827973325,-336.32680555555555,1091.3994774298915,32657.582416666664,1497.2167667391102,143.24099335935648,351.9713085253754,206.7935522520936,3600,SKB_20210331_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,410838,3.5856541994654827
SKB,2021-03-30,20,248.0,5.2,W,Medium,37894.73411111112,1492.2424058546508,202.88266666666675,1060.195211358948,32326.01941666667,1174.5588391383349,147.65975439028307,99.13967158208155,113.67302181870589,3600,SKB_20210330_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,377831,3.898893949940582
SKB,2021-04-18,12,147.0,5.4,SE,Medium,38591.32830555556,1627.2167281303152,-286.3875,1158.8582875228603,32501.036333333337,1214.6129088826335,432.23025244292404,228.20922421058657,311.18626896022505,3600,SKB_20210418_H12_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,451537,3.262463541193745
TRT,2021-04-08,9,119.0,5.2,SE,Medium,38680.48625,639.6169605121696,-213.34875,1203.775349359761,32799.435249999995,749.0987104805008,66.25799031724742,249.62476531102217,89.48464171612622,3600,TRT_20210408_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,342592,4.299934032318326
TRT,2021-05-04,4,170.0,5.3,S,Medium,38603.63783333334,1115.1899161113395,1017.6436944444443,783.7708529703026,32430.290305555558,1280.9806847697746,318.1188090751413,94.09072904010766,499.05648080137644,3600,TRT_20210504_H04_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,350492,4.203014619449231
SKB,2021-05-04,19,310.0,5.3,NW,Medium,38203.36616666667,1109.0637081614655,1024.889777777778,1458.8139926498725,31990.429833333328,810.9315866499709,332.82493660151306,395.99787816268906,134.72622737019492,3600,SKB_20210504_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,386222,3.814187177322887
SKB,2021-05-08,5,296.0,5.2,NW,Medium,37699.614888888886,1238.7764463128253,589.4690555555555,1200.677211823578,31691.434416666667,674.0660209557814,207.57850023924433,142.2750742564048,67.07938030025133,3600,SKB_20210508_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,355542,4.143316401437805
SKB,2021-05-25,19,159.0,5.2,S,Medium,37816.100361111115,861.9185842786254,808.0025555555557,1140.64798458504,31657.002694444443,580.358399875998,124.23092350609485,153.47002896532462,77.53144209797888,3600,SKB_20210525_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,350909,4.198019999487046
TRT,2021-10-05,1,199.0,5.2,S,Medium,37909.72863888889,1136.2975274227406,-10.283805555555592,1014.8240701397274,32085.417666666664,1592.551034863073,120.77811219599397,94.19693916046204,288.60815596104925,3600,TRT_20211005_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,320259,4.599786422863994
TRT,2021-12-03,9,171.0,5.7,S,Medium,38446.150472222216,1752.4711056422273,-318.20969444444444,1164.2469251756768,32575.69197222222,847.7821545948258,190.9317742556842,336.5020619220967,168.6892620522333,3600,TRT_20211203_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,364629,4.040059896497536
SKB,2021-12-02,10,283.0,5.3,W,Medium,37757.77138888889,1607.0546580548673,217.39294444444448,1436.8354164467742,31462.859888888892,1307.1996973352318,217.72242988524644,165.23636510034993,265.71218694392394,3600,SKB_20211202_H10_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,379997,3.876670078974308
PLU,2021-01-06,3,206.0,6.0,SW,Large,38223.14322222223,1193.956573016166,193.21650000000002,1564.2864125163608,32440.235055555553,967.3836512435646,203.31498275606393,568.4901487012067,218.63873516576282,3600,PLU_20210106_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,404883,3.638391831714347
PLU,2021-01-08,3,199.0,5.0,S,Medium,38112.61208333333,1073.163475848698,207.5378333333334,1482.4012154259779,32138.834333333336,1112.7446888508007,250.84851299605012,139.9717452925409,315.1695407055059,3600,PLU_20210108_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,356531,4.13182303923081
LWK,2021-01-15,7,238.0,5.3,SW,Medium,37917.29230555556,891.3758386145518,-259.6133055555556,1664.432520082768,31769.454583333332,874.9273230522849,217.45131319110817,268.10904658182,206.12929824538114,3600,LWK_20210115_H07_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,407401,3.615904231948375
GTO,2021-01-23,18,108.0,5.1,E,Medium,40532.38333333333,691.9308131517843,169.91169444444435,1310.4225111600103,30663.67475,910.470338212737,83.04047039255889,412.13545582564467,217.56919760418177,3600,GTO_20210123_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,417835,3.5256093912668875
PLU,2021-01-31,9,11.0,5.3,N,Medium,38397.95316666666,1510.7288601720156,-183.33213888888898,849.0660100453405,32115.418583333336,928.8825679795731,154.64679744023883,82.56707623010958,102.5255321142897,3600,PLU_20210131_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,347688,4.23691067853938
GTO,2021-01-27,5,57.0,5.3,NE,Medium,39913.35702777778,1015.8256419646201,311.6925555555556,800.4030629766219,30527.53922222222,868.6652851072766,194.95792727132184,215.73688688467308,92.31393788055718,3600,GTO_20210127_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,453439,3.248778777299703
GTO,2021-02-11,9,318.0,5.2,NW,Medium,40258.56916666667,1396.2566107410898,138.2842777777778,1178.0430296388115,30253.22661111111,1037.1543552714393,165.7605308186535,189.17834100023939,114.59613237635128,3600,GTO_20210211_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,419676,3.510143539301747
LWK,2021-01-27,18,71.0,5.3,E,Medium,38089.62961111111,653.3467227079219,416.6988888888889,1122.1304497244362,31842.951083333333,533.0035747367552,259.87643238272227,99.26112052756368,105.43945361168728,3600,LWK_20210127_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,455286,3.235599161845521
LWK,2021-03-02,4,173.0,5.6,S,Medium,37780.47197222222,1258.1809692393656,741.8143888888889,1072.2631016653327,31563.84727777778,1033.15274407102,650.3835258247392,144.52136292079115,441.642678370138,3600,LWK_20210302_H04_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,496165,2.9690183709048403
GTO,2021-02-20,22,93.0,5.3,E,Medium,39658.80075,963.2384670371055,368.9978333333334,493.29613999523093,29880.212444444445,906.2470206483576,211.99000016356024,55.26135213411095,103.61430670659016,3600,GTO_20210220_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,477103,3.0876414526842213
GTO,2021-02-27,22,85.0,5.3,E,Medium,40004.9625,1371.9878068657151,191.84694444444443,761.8225159748293,30545.471694444444,1068.1977977241318,441.1453465526292,135.01235867623475,107.369472604198,3600,GTO_20210227_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,424161,3.4730279304320764
GTO,2021-03-30,22,11.0,5.2,N,Medium,40016.360472222215,1127.4029000102153,86.67658333333328,1353.306248088565,30417.178,900.0565748418264,227.13542447094525,225.1656902690181,118.21223776842653,3600,GTO_20210330_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,422697,3.4850566718003675
GTO,2021-03-13,22,68.0,5.3,E,Medium,39930.705361111104,1410.162170071873,531.3916388888889,606.8328743791935,30075.989444444447,662.1568070410531,670.8465794107223,54.07305496648944,150.27168973209413,3600,GTO_20210313_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,456357,3.228005706059072
LWK,2021-03-23,6,69.0,5.2,E,Medium,38333.75894444444,1343.155912813383,-518.9969444444445,955.2315112355382,32348.85861111111,1159.7383112405935,240.12622163993674,359.1142045460726,126.47402446656392,3600,LWK_20210323_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,440128,3.347033135815036
LWK,2021-04-05,8,74.0,5.4,E,Medium,38560.13241666666,961.5233624432427,59.723055555555554,325.9987439164575,32467.366805555557,577.7433301127721,79.90889660584516,35.24227398500199,48.983656795455396,3600,LWK_20210405_H08_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,414383,3.554979330715787
GTO,2021-05-16,3,298.0,5.2,NW,Medium,40076.30961111111,1715.619751232404,230.51716666666667,1338.8784808146852,30230.197388888886,1503.954091257392,268.9788572385694,154.59547594267437,176.7944246465583,3600,GTO_20210516_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,337982,4.358584184956595
GTO,2021-05-13,1,72.0,5.3,E,Medium,40543.38788888888,755.5685229959032,-470.3846388888889,1552.6860729573457,30495.22072222222,922.711343335818,76.05930655940203,250.25861123933336,81.31849076543979,3600,GTO_20210513_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,349470,4.215306034852777
GTO,2021-05-23,1,105.0,5.2,E,Medium,40397.871416666654,513.2053297789776,750.1771111111112,1425.4141977269817,30623.470999999998,632.181465349327,97.82160478770292,232.6060462131438,66.08334400419407,3600,GTO_20210523_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,335800,4.386905896366885
GTO,2021-05-31,16,96.0,5.3,E,Medium,40345.46786111111,1096.2079041723198,94.96463888888884,996.190173467637,29552.281861111107,1086.9556543935926,131.59191485456856,136.91333706606892,173.75578042011034,3600,GTO_20210531_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,335097,4.396109186295312
GTO,2021-06-11,8,129.0,5.5,SE,Medium,40005.62266666667,1058.8134080934394,-21.384027777777778,606.973593566108,30663.671416666664,746.2775307947468,339.81951621785737,58.39229587049269,84.46758802203307,3600,GTO_20210611_H08_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,436431,3.375385799817153
GTO,2021-07-06,22,96.0,5.2,E,Medium,39837.82944444445,764.8661476651557,760.3176111111112,938.1439015689224,30213.381083333334,652.1177424620695,61.0722355148854,138.63800030377573,72.62030890014933,3600,GTO_20210706_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,425200,3.464541392285983
PLU,2021-06-18,6,145.0,5.4,SE,Medium,38524.58361111111,1385.8169960465216,-465.9960833333334,1147.6548547623802,32236.324527777782,1372.359045502812,184.84197531628206,237.30992100838864,155.02722824921904,3600,PLU_20210618_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,381633,3.8600514106484503
GTO,2021-07-05,16,131.0,5.3,SE,Medium,39766.210305555556,1240.8452204498512,464.90436111111103,602.023908878656,29674.14125,914.403796125039,150.74229406517784,70.45488394308582,109.36988192716186,3600,GTO_20210705_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,441455,3.3369720583071887
GTO,2021-07-02,16,131.0,5.3,SE,Medium,40217.12591666667,1188.0341164821607,261.9251111111111,1663.4097288743615,29989.95130555556,1126.0497991570483,400.05067199293563,188.07731389873427,235.54455402834418,3600,GTO_20210702_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,420190,3.5058497346438515
PLU,2021-07-18,21,176.0,5.9,S,Medium,38363.84819444444,984.1443233490063,1159.4400555555558,1183.4666616583095,31974.87,1014.888886033562,340.00970673365566,331.56412141845226,144.86673433241472,3600,PLU_20210718_H21_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,341729,4.310793055315762
PLU,2021-07-10,3,70.0,5.3,E,Medium,38571.74850000001,1007.8644274145956,118.28169444444447,1820.2453223874086,31976.24825,1000.6113277404438,242.22513569588523,558.4845833166717,139.4572643082802,3600,PLU_20210710_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,372404,3.9557120761323725
LWK,2021-08-03,23,264.0,5.2,W,Medium,38110.87497222223,1490.8358269380115,-843.9945555555555,1098.5622928442642,32484.40544444445,1140.007705392245,245.6908415996859,135.50927929044119,135.74343559550707,3600,LWK_20210803_H23_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,422149,3.489580693072825
GTO,2021-08-15,11,142.0,5.2,SE,Medium,40548.16980555555,740.7127187205618,633.526138888889,1580.7822894720277,30697.925861111115,1315.6866868697134,89.40641315810574,313.6365643859065,230.1081559707944,3600,GTO_20210815_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,428594,3.4371059790851017
GTO,2021-09-03,19,82.0,5.2,E,Medium,39717.68263888889,1166.8376941218485,856.4563055555556,1269.8279874889513,29913.119694444445,1254.978807314829,300.2058716406058,299.15488316495583,221.02230002316594,3600,GTO_20210903_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,359506,4.097631193916096
GTO,2021-09-08,5,71.0,5.2,E,Medium,40117.98219444445,1336.1411957541372,444.31116666666674,930.6641399397262,30533.771333333338,885.9505209631568,249.24328997782035,244.2300644558775,79.87857271324674,3600,GTO_20210908_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,360539,4.08589084675999
GTO,2021-09-16,15,104.0,5.2,E,Medium,40623.88936111111,757.9431732111391,81.53141666666663,823.8521416115838,30194.547083333335,915.4993686916591,69.28105283865555,125.89230220068667,104.71985231127498,3600,GTO_20210916_H15_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,340838,4.3220620940153385
GTO,2021-09-19,18,285.0,5.2,W,Medium,40344.226805555554,445.61529422912156,261.9178611111111,604.0729802537501,30041.833249999996,974.0645159231233,61.77243358881063,78.13923061113269,114.13836745221785,3600,GTO_20210919_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,330527,4.456891570128915
GTO,2021-09-16,16,101.0,5.2,E,Medium,39200.455805555546,1161.1538823393958,51.66694444444431,1485.420616101939,29509.714555555558,976.2584682514052,247.64351937184693,247.68344644540636,54.6244105005162,3600,GTO_20210916_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,340838,4.3220620940153385
GTO,2021-10-14,16,72.0,5.2,E,Medium,,,,,,,,,,3600,GTO_20211014_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,1151,64.05560382276282
GTO,2021-10-08,6,119.0,5.2,SE,Medium,40072.34163888889,1068.0671705947677,-108.0690277777778,1006.9966457155596,30576.83436111111,733.7808974262326,141.28800703689978,205.5478748271947,84.40725789484492,3600,GTO_20211008_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,332210,4.434312633575148
PLU,2021-10-19,20,108.0,5.3,E,Medium,38010.56086111111,1263.7407936311906,-85.45886111111109,1649.302734610509,32029.15472222222,983.4002751931291,169.0972327964743,286.16171323774415,147.8920396430725,3600,PLU_20211019_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,405815,3.6300358537757353
GTO,2021-10-26,15,125.0,5.4,SE,Medium,40495.65052777777,1227.8567335219843,655.5779444444446,1191.4927718446288,30318.37844444444,720.8033247640536,200.846270981823,112.4084873887672,111.75165315970128,3600,GTO_20211026_H15_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,351932,4.185817146494209
LWK,2021-10-09,5,95.0,5.2,E,Medium,37884.260416666664,1111.0212251434582,481.83483333333334,702.6637758858745,32343.498055555556,1160.4126604151534,266.41031219935684,77.38541362930034,236.83301704542328,3600,LWK_20211009_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,407410,3.6158243538450208
GTO,2021-10-26,21,77.0,5.3,E,Medium,40610.05147222223,1130.6704149717007,786.8398888888889,921.4484608140893,30455.642833333335,1320.5140258116555,165.7311714715205,204.63230648502255,128.84661695478755,3600,GTO_20211026_H21_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,351932,4.185817146494209
GTO,2021-11-01,16,191.0,5.3,S,Medium,39332.12805555556,1363.5811208039238,631.0542777777779,739.107485104336,29221.66852777778,1019.9158099383875,171.28956694469085,89.96911514447996,114.42308910147281,3600,GTO_20211101_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,385609,3.8202505646911766
GTO,2021-11-29,18,189.0,5.2,S,Medium,40592.59683333333,959.5128292761531,615.0390555555556,755.7414818406249,30873.20375,1102.3929858619406,107.67163225401626,61.068381698601904,122.16823702563377,3600,GTO_20211129_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,352116,4.183629826534437
GTO,2021-12-01,16,70.0,5.2,E,Medium,39716.29252777778,1032.5682001700902,732.5083333333333,599.5469980257318,29604.93769444444,1041.1192432845828,232.26457271329858,108.63517347785158,308.417745173008,3600,GTO_20211201_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,403968,3.6466329016159698
GTO,2021-12-09,11,162.0,5.4,S,Medium,39839.639361111105,1102.3844479194145,38.929694444444486,1692.8462870903143,30085.429638888887,1186.1543338649215,121.66822891670647,274.3081075749187,162.83795798351775,3600,GTO_20211209_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,345756,4.260585499600874
GTO,2021-12-12,22,124.0,5.6,SE,Medium,39944.90313888888,1202.3352053324456,42.72911111111116,1137.494900924976,30315.04236111111,890.877103338479,290.43574124735403,152.8588671054308,212.04489047841128,3600,GTO_20211212_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,332552,4.42975233948375
PLU,2021-12-19,15,7.0,5.2,N,Medium,37795.217527777786,1290.8931371151953,-201.4545277777778,873.1110823763423,31830.12702777778,1003.1263368423349,199.08536711068973,120.71237017413311,128.2381728590815,3600,PLU_20211219_H15_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,421570,3.4943734136679554
GTO,2021-12-31,2,62.0,5.7,NE,Medium,39852.07161111112,574.9786903874146,636.7448611111112,1441.8903626205552,30052.91538888889,945.6521286932477,146.99581528013346,510.35735060622653,130.79541264778075,3600,GTO_20211231_H02_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,350625,4.201420320855615
MLB,2021-01-13,6,156.0,5.9,SE,Medium,37699.57508333334,1751.5251898777767,-191.37186111111103,1524.1553507015262,32370.524833333337,1856.8690140379897,339.72420855436815,351.8595962713876,453.3984455867132,3600,MLB_20210113_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,425681,3.460626619463871
MLB,2022-02-28,19,273.0,5.2,W,Medium,38321.049166666664,1514.6071042699034,116.97947222222221,1025.107326309597,32555.88486111111,1614.1839203470356,248.83875396963327,128.85617438528388,391.84086811354945,3600,MLB_20220228_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,362500,4.063787586206897
MLB,2022-03-13,20,313.0,5.2,NW,Medium,37627.53033333333,1808.1381868534459,247.8436111111112,1653.5571840457112,31971.34422222222,1507.2064396204269,347.06141084796576,333.58096161182544,254.24274880492655,3600,MLB_20220313_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,457296,3.2213774010706415
SKB,2022-04-10,23,312.0,6.6,NW,Large,38082.108,1195.5405520202523,-596.0526666666666,1277.8872986837819,32299.51536111111,1427.188683583971,352.5377583453337,252.8939931185029,444.5846272085276,3600,SKB_20220410_H23_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,425704,3.4604396482062656
SMG,2022-06-01,11,264.0,5.3,W,Medium,38298.78441666667,1394.057565407917,303.60291666666666,1717.28631916102,32603.93491666667,1506.1151461201412,363.5064563676737,421.311692425228,408.5736958345279,3600,SMG_20220601_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,440820,3.3417789573975774
SCN,2022-06-21,3,192.0,5.3,S,Medium,38839.28172222222,1251.848596735746,-265.8041666666667,1261.3036915251066,32717.308666666668,1245.8144898474159,176.00887791191226,194.91380250158474,167.1375614060982,3600,SCN_20220621_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,511460,2.8802311031165684
SCN,2022-07-02,13,290.0,5.4,W,Medium,38488.54722222222,1403.0377054025219,56.43050000000008,1388.7532777650188,32395.587,1533.5968109237328,328.21798437761674,170.3703068804364,585.3966050984931,3600,SCN_20220702_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,511547,2.8797412554467137
SBG,2022-07-02,19,158.0,5.9,S,Medium,38234.12300000001,516.9958249712143,1066.7844444444445,993.0901100170016,32076.69672222222,610.9590324239156,86.01601659299814,127.03786345086988,93.57453852331558,3600,SBG_20220702_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,473774,3.109336941242027
LPS,2022-07-13,23,253.0,5.2,W,Medium,38238.12602777778,1416.83764651651,-589.1164444444444,1369.1756096569864,32886.59125,1294.1176589319643,215.70284367923298,273.5870885332165,140.92267432063665,3600,LPS_20220713_H23_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,362079,4.068512672648787
SCN,2022-07-16,1,297.0,5.7,NW,Medium,37854.452027777785,699.8317965302642,-454.7814444444445,1679.1935001992022,31854.80794444444,1039.920762210167,106.01677341361652,251.22826849634208,298.01261943191736,3600,SCN_20220716_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,500377,2.9440262042420016
LPS,2022-08-21,7,249.0,5.2,W,Medium,37528.64975,1566.0369605844573,675.379,1141.6908773944315,32755.33880555556,1644.6667249889242,290.5335276486687,130.95466892064076,419.6727893102441,3600,LPS_20220821_H07_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,426115,3.45710195604473
SCN,2022-08-04,10,265.0,5.6,W,Medium,38042.92544444445,1496.9562064207053,226.46383333333335,1692.0050470694937,32138.09572222222,980.0752770371664,535.3936019269114,322.92472464930154,104.05996563447741,3600,SCN_20220804_H10_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,500374,2.944043855196313
SCN,2022-08-11,1,314.0,5.3,NW,Medium,38069.13169444445,809.0795609061063,104.76002777777781,1391.286243626738,32057.648833333333,1039.6711321849034,92.4757336815073,167.92496999087805,173.77981518323926,3600,SCN_20220811_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,524053,2.811019114478879
SCN,2022-08-18,1,243.0,5.2,SW,Medium,37962.87397222222,813.0862830104669,-97.29955555555556,1560.4699575216373,32019.625694444443,1031.325519237967,158.32183427045618,394.14922221970266,223.23947136965495,3600,SCN_20220818_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,550590,2.6755353348226447
SCN,2022-08-24,11,186.0,5.2,S,Medium,37832.73861111111,1370.375444860221,-356.98375,960.6923776312142,32085.580805555557,1738.7787197279577,156.5907409486287,119.95432633536852,258.3205856023466,3600,SCN_20220824_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,488139,3.0178350838593104
SMG,2022-09-01,12,191.0,5.2,S,Medium,38652.73686111111,1405.5776217289272,-404.54538888888885,1036.8815760602472,32678.236222222225,1189.4943834457822,200.69842394106155,370.36542787510854,150.540216102113,3600,SMG_20220901_H12_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,452822,3.253205453798623
SCN,2022-09-14,18,336.0,5.3,NW,Medium,37984.410749999995,955.8096432103422,-76.13947222222224,1790.7902479865168,31836.37994444445,902.182304669564,185.62472643071808,299.06129121114753,109.27964434100001,3600,SCN_20220914_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,518160,2.842988652153775
SCN,2022-10-02,18,320.0,5.2,NW,Medium,37725.87091666667,1150.2706623497331,649.2632500000001,1222.6315664318295,31673.573194444445,1311.7223241773968,147.12072810647132,157.17709074404124,176.02019049734758,3600,SCN_20221002_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,505806,2.9124268988505473
SCN,2022-09-26,20,276.0,5.2,W,Medium,39015.941083333324,1382.065992920439,131.27541666666667,1205.2327898163232,32878.603055555555,1338.882599430335,191.77159185163475,332.04437488477805,190.36912445725332,3600,SCN_20220926_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,502139,2.9336956500092604
SBG,2022-10-21,15,160.0,5.6,S,Medium,38427.46994444445,1048.9087844713226,746.3430833333333,850.2864366017056,32294.785,837.3840892608498,254.5089693960962,97.25124734484254,91.19016468170032,3600,SBG_20221021_H15_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,447375,3.2928147527242246
SCN,2022-10-14,10,174.0,5.4,S,Medium,38341.82258333333,1041.4396475037672,426.98361111111103,1433.2213546232385,32207.220222222222,1181.1953282454344,123.89865063693118,162.63497654871597,301.7353669930215,3600,SCN_20221014_H10_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,520886,2.828110181498447
SCN,2022-11-10,22,308.0,5.9,NW,Medium,38157.948249999994,1036.0494855900379,452.3010833333333,1223.6994474754022,32486.241972222222,1124.1399978017762,229.391261322704,127.56941239652791,134.48536673883424,3600,SCN_20221110_H22_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,485911,3.031672466768606
LPS,2022-11-23,5,218.0,5.3,SW,Medium,37731.11544444444,712.1379033276588,-159.39016666666663,529.4441512703835,31569.335499999994,1096.1995482655188,103.89522102347826,86.69654430681139,283.2297081095685,3600,LPS_20221123_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,367472,4.008803391823051
LPS,2022-11-29,9,264.0,5.3,W,Medium,38014.09188888889,1192.38495770069,-348.15236111111113,913.6447667021374,31823.367499999997,1331.373069545278,334.70102186550133,249.9431193184464,264.26083514134166,3600,LPS_20221129_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,464543,3.171123017675436
SCN,2022-12-21,13,291.0,5.4,W,Medium,38009.513000000006,899.4859395250281,870.000888888889,1426.8715515320334,31747.513,759.1767649953322,114.7191592755277,207.48250189252073,103.77059606661595,3600,SCN_20221221_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,522010,2.822020650945384
LPS,2022-01-06,18,184.0,6.9,S,Large,37477.44947222223,1022.4218863179449,143.03161111111112,949.8404656898173,31247.41322222222,1344.2917860335958,122.08726184755764,93.02884638546404,495.65208716843443,3600,LPS_20220106_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,328100,4.489859798841817
